,Frame ID,QR ID,QR 2D (Corner Points),Distance,Yaw (degrees),Pitch (degrees),Roll (degrees)
155,489,4,"[[529.0, 240.0], [552.0, 238.0], [552.0, 261.0], [530.0, 261.0]]",1.6459452466428814,-2.3026370173162136,1.9265417724622824,173.62711357787222
156,489,11,"[[928.0, 694.0], [893.0, 683.0], [903.0, 673.0], [939.0, 685.0]]",1.2147415913197948,-165.41839362631097,-10.898233927570686,127.09741457783552
157,489,7,"[[410.0, 331.0], [409.0, 314.0], [426.0, 313.0], [427.0, 331.0]]",2.1773455845799936,-91.8032085131123,4.862929126454344,175.081986597372
158,490,4,"[[548.0, 228.0], [571.0, 228.0], [570.0, 251.0], [547.0, 251.0]]",1.5809959897288568,1.1593005146026734,6.939392888270159,174.45687783693458
159,490,7,"[[424.0, 320.0], [424.0, 302.0], [441.0, 302.0], [442.0, 320.0]]",2.112609052996178,-90.1414796999109,4.93152115784163,175.4115221584871
160,491,7,"[[450.0, 325.0], [451.0, 307.0], [468.0, 307.0], [467.0, 326.0]]",2.0248015444305167,-87.26367283554022,-1.4460790417846563,166.66950241012907
161,491,0,"[[42.0, 267.0], [59.0, 267.0], [61.0, 293.0], [44.0, 293.0]]",1.818679606477428,2.3221645985308643,20.24317879159533,-173.87877479056297
162,491,4,"[[577.0, 231.0], [601.0, 231.0], [602.0, 254.0], [578.0, 255.0]]",1.5420392622514982,-2.218759213032379,-6.681701918630198,174.79734981417764
163,492,7,"[[460.0, 331.0], [461.0, 313.0], [478.0, 313.0], [478.0, 333.0]]",1.9681345980870024,-87.35711299817375,4.665953559916153,166.7642552529202
164,492,4,"[[592.0, 236.0], [616.0, 236.0], [615.0, 261.0], [591.0, 260.0]]",1.506107710093661,2.5402705217678068,9.032802862680102,-179.22502637389803
165,493,4,"[[616.0, 235.0], [641.0, 235.0], [640.0, 260.0], [615.0, 260.0]]",1.4510168193524533,1.445837768886708,9.220313005068489,175.43244191574115
166,493,7,"[[481.0, 334.0], [481.0, 315.0], [499.0, 315.0], [499.0, 334.0]]",1.9613638269404337,-89.73326259016163,1.2946242827869354,169.89199871598996
167,493,0,"[[54.0, 272.0], [73.0, 273.0], [74.0, 299.0], [56.0, 299.0]]",1.7665411911103082,-135.21710770054665,-83.27605485192332,-44.53678125034652
168,494,4,"[[619.0, 228.0], [645.0, 228.0], [643.0, 253.0], [618.0, 252.0]]",1.4359549872576067,-0.1106172763725562,-7.642887862778768,-150.75032562680167
169,494,7,"[[482.0, 327.0], [482.0, 308.0], [500.0, 308.0], [500.0, 327.0]]",1.962514147804608,-89.68197040153602,1.5538014712842174,169.90914817288896
170,495,7,"[[458.0, 315.0], [458.0, 295.0], [477.0, 295.0], [477.0, 315.0]]",1.880161029305775,-89.59471342105466,1.7104933582940018,171.18297663966197
171,495,4,"[[602.0, 214.0], [628.0, 215.0], [627.0, 241.0], [600.0, 241.0]]",1.3760330266832663,2.4715456962110296,7.484701216924781,175.8008618316435
172,496,7,"[[460.0, 313.0], [460.0, 293.0], [479.0, 293.0], [479.0, 313.0]]",1.8796663541758023,-89.58073361289522,1.790175581119002,171.14174872907563
173,496,4,"[[605.0, 209.0], [632.0, 208.0], [631.0, 236.0], [604.0, 236.0]]",1.3319468831543724,1.3362735191055488,12.584747557651914,176.958449616877
174,497,7,"[[446.0, 343.0], [446.0, 321.0], [466.0, 322.0], [466.0, 343.0]]",1.7478180428835988,-89.96471446213033,0.1440827591553282,-140.14253127456996
175,497,4,"[[597.0, 231.0], [625.0, 231.0], [624.0, 260.0], [596.0, 261.0]]",1.2468207057469916,-4.47735146629112,-20.95815061765248,-160.3153267660882
176,498,7,"[[476.0, 323.0], [477.0, 303.0], [497.0, 303.0], [497.0, 324.0]]",1.8155532753139951,-88.65770936928881,-0.7546497156800628,179.30611787307754
177,498,4,"[[630.0, 210.0], [659.0, 208.0], [660.0, 237.0], [630.0, 239.0]]",1.2386802422958525,-2.112606724674596,9.444667611593635,172.69162389421746
178,499,7,"[[451.0, 330.0], [451.0, 307.0], [472.0, 308.0], [472.0, 330.0]]",1.6704928553865992,-89.576555161211,1.73031614935997,-141.30130937532556
179,499,4,"[[610.0, 216.0], [641.0, 216.0], [640.0, 246.0], [609.0, 246.0]]",1.1867177446082249,0.9108082613616244,5.0826773162595575,171.45490908750085
180,500,7,"[[463.0, 344.0], [463.0, 321.0], [485.0, 323.0], [485.0, 345.0]]",1.6374111825810804,-91.73297531077598,-7.517671808272639,-146.95545477786612
181,500,4,"[[627.0, 226.0], [659.0, 227.0], [658.0, 258.0], [626.0, 258.0]]",1.151154706186861,1.4714333627825325,3.0595078446177686,175.21975812734613
182,501,7,"[[483.0, 360.0], [483.0, 337.0], [505.0, 338.0], [505.0, 361.0]]",1.605650607329281,-88.56460269356116,7.100774749047663,170.21873706451322
183,501,4,"[[651.0, 239.0], [684.0, 239.0], [684.0, 270.0], [650.0, 271.0]]",1.0973558256175309,-0.0073657980664547,5.574235625381666,166.34972105843184
184,502,7,"[[489.0, 365.0], [489.0, 341.0], [511.0, 340.0], [512.0, 364.0]]",1.542315082658163,-91.71824557017236,-2.932489580696517,167.7511039459581
185,502,4,"[[665.0, 236.0], [699.0, 235.0], [698.0, 269.0], [663.0, 269.0]]",1.0566612626227132,0.9638225757238862,12.319283497727412,170.09884571952918
186,503,4,"[[651.0, 228.0], [686.0, 228.0], [685.0, 264.0], [648.0, 264.0]]",1.004203385717502,2.051998587740186,13.13930498221754,174.18258762720092
187,503,7,"[[466.0, 361.0], [466.0, 336.0], [490.0, 336.0], [490.0, 361.0]]",1.4930710674375844,-89.92308186788115,0.3456369969501572,172.15766445700075
188,504,7,"[[453.0, 344.0], [453.0, 319.0], [477.0, 318.0], [478.0, 344.0]]",1.4691169792779737,-90.9523081770191,0.4998606747917032,172.40729519471944
189,504,4,"[[643.0, 202.0], [681.0, 201.0], [680.0, 238.0], [642.0, 239.0]]",0.9674747434411708,0.3894266635350992,9.718053008780272,172.17890949533847
190,505,7,"[[430.0, 385.0], [430.0, 358.0], [456.0, 359.0], [456.0, 386.0]]",1.3900475177840186,-88.6313162521902,5.030838035832359,172.79272674780748
191,505,4,"[[627.0, 234.0], [666.0, 232.0], [667.0, 272.0], [627.0, 273.0]]",0.92342352508566,-1.0610609529919548,8.114643984431023,176.7865888190262
192,506,4,"[[663.0, 216.0], [706.0, 215.0], [705.0, 256.0], [662.0, 257.0]]",0.8584191948683181,0.2493750759884485,9.16690423048464,169.27313353598203
193,506,7,"[[454.0, 371.0], [455.0, 343.0], [481.0, 344.0], [481.0, 371.0]]",1.3602431858296595,-89.07905668464753,-0.3723304126217037,-146.26268262377883
194,507,7,"[[435.0, 359.0], [436.0, 330.0], [463.0, 330.0], [462.0, 359.0]]",1.294351620236065,-89.00011027097995,-3.692865608515723,168.52194085536763
195,507,4,"[[653.0, 202.0], [697.0, 202.0], [696.0, 245.0], [651.0, 245.0]]",0.8314726731635762,1.3223968029109994,6.973398473426864,171.8747722953917
196,508,7,"[[434.0, 367.0], [434.0, 338.0], [462.0, 338.0], [461.0, 368.0]]",1.2761153264043223,-88.94703507934506,0.4442118557300828,168.97616309374786
197,508,4,"[[659.0, 208.0], [705.0, 207.0], [703.0, 253.0], [657.0, 252.0]]",0.800983562990033,1.7884354346596376,10.332095895567374,173.70304867832095
198,509,4,"[[659.0, 208.0], [708.0, 208.0], [706.0, 256.0], [657.0, 255.0]]",0.7554491266218634,1.8730572064299704,7.420888274679448,172.79890684577867
199,509,7,"[[419.0, 374.0], [420.0, 344.0], [449.0, 345.0], [448.0, 376.0]]",1.238108363473132,-87.48468801380018,2.2551966611145025,171.74503299883918
200,510,4,"[[626.0, 216.0], [677.0, 217.0], [674.0, 267.0], [623.0, 264.0]]",0.7219817269043544,2.901115834969143,4.517613383515895,170.80757815645106
201,510,7,"[[372.0, 391.0], [373.0, 359.0], [403.0, 360.0], [403.0, 392.0]]",1.203510592425156,-88.55813618628059,1.4659699384800515,173.26606570659638
202,511,4,"[[585.0, 229.0], [639.0, 229.0], [639.0, 281.0], [584.0, 282.0]]",0.6742546718263938,-0.2183855812645331,1.7460805671933468,170.13582018167372
203,511,7,"[[321.0, 415.0], [321.0, 382.0], [354.0, 383.0], [354.0, 416.0]]",1.1890279144951548,-88.37665799864276,3.892219401411228,179.19324679031706
204,512,7,"[[291.0, 407.0], [291.0, 373.0], [325.0, 373.0], [325.0, 408.0]]",1.1585643826001322,-89.310183379302,1.5197039742300016,177.91804905444891
205,512,4,"[[562.0, 212.0], [618.0, 213.0], [617.0, 267.0], [561.0, 267.0]]",0.6612530942152198,0.5316408447115876,-0.2965551602721102,173.37025078798732
206,513,4,"[[550.0, 200.0], [608.0, 200.0], [606.0, 257.0], [548.0, 256.0]]",0.6370803518040115,1.0227866611943903,3.0733888949265307,172.91900762841684
207,513,7,"[[273.0, 404.0], [273.0, 369.0], [308.0, 369.0], [307.0, 405.0]]",1.138146708990189,-89.27089538277455,-0.0864303174309263,176.71005434949058
208,514,4,"[[519.0, 208.0], [581.0, 209.0], [580.0, 269.0], [518.0, 268.0]]",0.6035305439398339,0.4468120626361298,-2.8695644691255238,173.3630764099325
209,514,7,"[[227.0, 424.0], [227.0, 386.0], [264.0, 386.0], [264.0, 424.0]]",1.0920637896371166,-90.15000308344824,-0.2770146498115747,177.36742090177182
210,515,4,"[[512.0, 193.0], [579.0, 193.0], [578.0, 259.0], [511.0, 258.0]]",0.5584659181372328,0.3041337173190528,-0.4244959569196891,175.1016400198398
211,515,7,"[[205.0, 427.0], [205.0, 387.0], [244.0, 387.0], [244.0, 427.0]]",1.0503224031666143,-90.14363724893768,-0.2518549983405715,177.612396113979
212,516,4,"[[507.0, 195.0], [577.0, 194.0], [577.0, 262.0], [507.0, 263.0]]",0.5341097924227631,-0.8523645263032639,-0.27438390688652,173.58799939720365
213,516,7,"[[194.0, 441.0], [193.0, 400.0], [232.0, 399.0], [233.0, 440.0]]",1.0328067060746444,-91.72252986251448,-0.5532147666055933,175.60650467035765
214,517,7,"[[128.0, 448.0], [129.0, 406.0], [172.0, 406.0], [170.0, 449.0]]",1.0380919947513716,-89.28237749260596,-1.8949764384058665,-179.869506479609
215,517,4,"[[463.0, 193.0], [536.0, 194.0], [535.0, 266.0], [461.0, 265.0]]",0.5148732370085333,0.4824313987064421,-1.54162982284939,175.6898260274176
216,518,4,"[[352.0, 209.0], [431.0, 208.0], [433.0, 284.0], [351.0, 285.0]]",0.4980903336747165,-1.8631569595721764,-6.540219015578512,172.90869442309065
217,519,4,"[[282.0, 192.0], [369.0, 193.0], [369.0, 270.0], [280.0, 269.0]]",0.4897285450573452,-1.6810330350755442,-13.010342025864986,167.69685674600422
218,520,4,"[[152.0, 164.0], [249.0, 167.0], [248.0, 250.0], [150.0, 250.0]]",0.4927516115196942,-1.7779630686606906,-13.268066032675211,172.4551302897547
219,521,4,"[[6.0, 181.0], [111.0, 183.0], [109.0, 273.0], [3.0, 272.0]]",0.5102001259777753,-1.2372279292852637,-11.800257520829703,175.17021747536975
220,533,6,"[[312.0, 235.0], [321.0, 235.0], [321.0, 243.0], [312.0, 243.0]]",4.80559786228184,-2.165323537244426,-12.814421938631831,169.8647315207004
221,534,6,"[[326.0, 247.0], [335.0, 247.0], [335.0, 255.0], [326.0, 255.0]]",4.751743869016183,-2.035858485563492,-13.354849259736744,168.98524637745763
222,535,6,"[[365.0, 254.0], [373.0, 254.0], [373.0, 263.0], [365.0, 263.0]]",4.379865462038002,1.7887646580114962,12.62768160607659,-176.92734239131295
223,537,6,"[[386.0, 229.0], [394.0, 229.0], [394.0, 238.0], [386.0, 238.0]]",4.376873878605061,2.281901040908269,12.914237493698934,-175.91713179526118
224,538,6,"[[395.0, 230.0], [404.0, 230.0], [404.0, 239.0], [395.0, 238.0]]",4.547578802086891,0.1041805649061079,-18.608622078600025,178.1424330670151
225,539,6,"[[401.0, 239.0], [409.0, 239.0], [409.0, 248.0], [401.0, 248.0]]",4.337452619111474,2.200743457474159,13.50242870287661,-175.98411192174518
226,548,6,"[[428.0, 227.0], [437.0, 227.0], [437.0, 236.0], [428.0, 236.0]]",4.268301111873805,-4.7716182025550754e-14,-6.772314355694566e-09,-179.99999999580584
227,554,6,"[[492.0, 232.0], [502.0, 232.0], [502.0, 243.0], [492.0, 243.0]]",3.458807289242182,2.462310333528196,14.332357659698662,-174.39184923540114
228,556,6,"[[501.0, 242.0], [512.0, 243.0], [512.0, 253.0], [501.0, 253.0]]",3.454141839103015,0.5241831974033679,-14.354415228530796,171.79458120986877
229,557,6,"[[493.0, 246.0], [504.0, 245.0], [503.0, 256.0], [493.0, 256.0]]",3.7879906197616857,-0.074090479033361,-2.043559429951918,-178.621188506109
230,558,6,"[[482.0, 248.0], [492.0, 248.0], [492.0, 260.0], [482.0, 259.0]]",3.2981255379594683,5.462157714570153,18.580726704625484,-169.55507584022715
231,561,6,"[[445.0, 232.0], [456.0, 232.0], [456.0, 243.0], [445.0, 243.0]]",3.4665579878261608,-3.465440561462792e-14,3.145105657896293e-07,179.99999979668848
232,564,6,"[[462.0, 248.0], [473.0, 248.0], [473.0, 260.0], [462.0, 260.0]]",3.1746202785737814,1.8641430622531017,12.602255589540253,-175.85773542904695
233,565,6,"[[464.0, 251.0], [476.0, 251.0], [477.0, 263.0], [465.0, 263.0]]",3.118818814933689,0.2773861207896667,1.981703490308939,-160.9599921180345
234,566,6,"[[461.0, 255.0], [473.0, 254.0], [473.0, 266.0], [461.0, 267.0]]",3.023384106316744,-3.641431159304828,7.154472039803456,169.99638687835943
235,567,6,"[[455.0, 270.0], [467.0, 270.0], [467.0, 283.0], [455.0, 282.0]]",3.032692380722847,3.0845077603253253,6.655747143030243,-171.4924447250025
236,568,6,"[[447.0, 258.0], [459.0, 257.0], [460.0, 270.0], [448.0, 270.0]]",3.052646636482428,-1.483209485354744,6.314004777618913,-171.31578718813134
237,570,6,"[[424.0, 250.0], [437.0, 249.0], [438.0, 262.0], [425.0, 263.0]]",2.933589644438864,-4.398705354995556,3.307373023972963e-09,179.9999999980251
238,573,6,"[[461.0, 252.0], [475.0, 251.0], [475.0, 265.0], [462.0, 265.0]]",2.7947995853120275,-2.0201812991635246,0.4854617413182466,-179.45647247062283
239,574,6,"[[472.0, 251.0], [486.0, 251.0], [487.0, 264.0], [473.0, 265.0]]",2.8066392431621137,-4.074306862789543,-12.393493180406134,-173.165909755583
240,575,6,"[[475.0, 255.0], [489.0, 254.0], [490.0, 268.0], [475.0, 269.0]]",2.5856794141582213,-3.992734106073714,-0.1262721221162025,170.63713334500753
241,576,6,"[[467.0, 272.0], [481.0, 271.0], [482.0, 285.0], [468.0, 286.0]]",2.6770789695574764,-4.085616788561949,-1.129607296019994e-05,-179.99999343427365
242,579,6,"[[413.0, 256.0], [428.0, 255.0], [429.0, 270.0], [415.0, 271.0]]",2.721829424854301,-7.515384917120782,-23.29938422894663,-169.24229288426093
243,582,6,"[[438.0, 267.0], [454.0, 266.0], [455.0, 281.0], [439.0, 283.0]]",2.3722722580485747,-9.489765013293429,-26.81302297505815,-155.10816756448273
244,583,6,"[[439.0, 258.0], [455.0, 257.0], [456.0, 273.0], [440.0, 274.0]]",2.368515061060376,-3.576334374997342,-9.802071208902555e-10,-179.9999999994412
245,584,6,"[[447.0, 263.0], [464.0, 262.0], [465.0, 278.0], [448.0, 279.0]]",2.2763202781881797,-4.50134162849902,-8.188738262976905,170.77319869265716
246,585,6,"[[448.0, 262.0], [465.0, 260.0], [466.0, 276.0], [449.0, 278.0]]",2.2146472308695926,-6.782997895025203,-0.4886023510543495,166.58627537307493
247,586,6,"[[457.0, 240.0], [474.0, 239.0], [475.0, 256.0], [458.0, 257.0]]",2.223556324045567,-3.3664606528283603,-5.4735490584729375e-06,-179.99999595873746
248,587,6,"[[447.0, 263.0], [465.0, 262.0], [466.0, 279.0], [448.0, 280.0]]",2.148903809400669,-4.271422294311143,-7.966084618295073,171.2985892154056
249,588,6,"[[425.0, 257.0], [443.0, 256.0], [444.0, 274.0], [426.0, 275.0]]",2.115634070542229,-3.179830119864268,2.6922699080861107e-10,179.99999999985715
250,591,6,"[[432.0, 245.0], [452.0, 244.0], [453.0, 263.0], [433.0, 264.0]]",1.9497427435335772,-3.976652803062023,-6.971196631706019,173.1299605846956
251,592,6,"[[442.0, 261.0], [462.0, 259.0], [463.0, 279.0], [444.0, 281.0]]",1.8769934115630773,-11.28428868987899,-32.19290865483314,-159.09768612134252
252,593,6,"[[442.0, 264.0], [462.0, 263.0], [463.0, 284.0], [443.0, 285.0]]",1.8086383368683596,-1.8414042436937064,7.759918224083846,-177.69795286023458
253,594,6,"[[421.0, 284.0], [443.0, 283.0], [444.0, 303.0], [423.0, 305.0]]",1.8143402307158984,-6.68912751303891,-22.457246820387763,-160.29068656338706
254,595,6,"[[377.0, 284.0], [400.0, 283.0], [401.0, 305.0], [379.0, 306.0]]",1.761925851798205,-3.0080699311452377,-5.112147702841793,-176.08084601761195
255,596,6,"[[367.0, 283.0], [390.0, 281.0], [392.0, 303.0], [369.0, 305.0]]",1.7427810685092424,-5.874638428641627,-7.328035780564527,176.8678280348606
256,597,6,"[[365.0, 285.0], [388.0, 283.0], [390.0, 306.0], [367.0, 308.0]]",1.6828429844617905,-4.969740728106795,-3.0158000470436416e-07,-179.99999989747403
257,598,6,"[[370.0, 281.0], [394.0, 279.0], [396.0, 302.0], [372.0, 304.0]]",1.6657614948273616,-5.634819426760924,-7.0345241586939,176.9491343999515
258,599,6,"[[371.0, 278.0], [396.0, 276.0], [398.0, 300.0], [373.0, 303.0]]",1.557692750512755,-11.031415845279284,-35.20216556735277,-159.29336986026354
259,600,6,"[[373.0, 283.0], [399.0, 280.0], [401.0, 306.0], [375.0, 308.0]]",1.4954995640194202,-5.697340254727438,-1.504837411875085,176.06499473521558
260,601,6,"[[360.0, 299.0], [387.0, 297.0], [389.0, 323.0], [362.0, 325.0]]",1.4839703073912724,-4.852491341036953,-6.511295359572641,178.1239599720558
261,602,6,"[[367.0, 282.0], [394.0, 280.0], [396.0, 308.0], [369.0, 309.0]]",1.412104336934707,-2.9121620133045245,2.520336638767349,-176.83167205318577
262,603,6,"[[362.0, 291.0], [390.0, 289.0], [392.0, 316.0], [364.0, 318.0]]",1.4278654919922715,-4.722981542030299,-6.146422310386783,178.01106804846694
263,604,6,"[[352.0, 292.0], [381.0, 291.0], [383.0, 319.0], [354.0, 321.0]]",1.3684422969486083,-6.998206026655304,-37.012206298763374,-170.3959295431476
264,605,6,"[[362.0, 295.0], [391.0, 291.0], [394.0, 321.0], [365.0, 323.0]]",1.328523723083941,-5.864900302546304,0.5582493497790428,-179.93943032228938
265,606,6,"[[360.0, 294.0], [390.0, 291.0], [393.0, 321.0], [362.0, 323.0]]",1.3048641424885383,-5.297880537004574,-5.139668381189615,177.94022684130076
266,607,6,"[[394.0, 297.0], [425.0, 295.0], [427.0, 325.0], [397.0, 328.0]]",1.2496392596715364,-8.321753275073583,-34.04436076868688,-168.0835739192791
267,608,6,"[[415.0, 289.0], [447.0, 288.0], [447.0, 320.0], [416.0, 321.0]]",1.1838326132566137,-1.4796020604076976,3.330296879243134,178.45194648743723
268,609,6,"[[434.0, 287.0], [467.0, 285.0], [468.0, 319.0], [437.0, 320.0]]",1.128078197471565,-1.894353779780088,7.649594792816188,-175.8227219518774
269,610,6,"[[439.0, 314.0], [473.0, 312.0], [474.0, 347.0], [440.0, 348.0]]",1.085315390562795,-2.3404938778192843,3.7294325198912497,177.81613831739892
270,611,6,"[[441.0, 315.0], [476.0, 313.0], [478.0, 348.0], [443.0, 350.0]]",1.0712037982236795,-3.2704879232334263,2.236852287277436e-08,179.99999999485829
271,612,6,"[[437.0, 296.0], [473.0, 293.0], [476.0, 329.0], [440.0, 331.0]]",1.0576482510470762,-4.257953095796006,-3.1813965889175133,-177.1018787300674
272,613,6,"[[431.0, 291.0], [468.0, 288.0], [471.0, 325.0], [434.0, 328.0]]",1.0161365668757112,-4.635463426896937,-6.01739550192862e-08,-179.99999997806225
273,614,6,"[[428.0, 286.0], [466.0, 283.0], [469.0, 320.0], [431.0, 323.0]]",1.011020556721729,-5.069047169817942,-5.558892451757879,177.22199411270014
274,615,6,"[[423.0, 288.0], [462.0, 284.0], [465.0, 323.0], [426.0, 326.0]]",0.9710466105629776,-5.247027992232703,-0.9573386975248576,176.68240456170304
275,616,6,"[[435.0, 285.0], [476.0, 282.0], [479.0, 323.0], [439.0, 326.0]]",0.9188396633855708,-3.9875966675050303,1.9731955382180264,-176.57607051765447
276,617,6,"[[487.0, 290.0], [530.0, 286.0], [534.0, 328.0], [491.0, 332.0]]",0.869076183955651,-5.791807974866865,-5.381949994973133,175.2160104092704
277,618,6,"[[534.0, 281.0], [579.0, 277.0], [582.0, 321.0], [537.0, 325.0]]",0.812929350116622,-4.981143225841702,0.913583757792632,171.39420676539942
278,619,6,"[[550.0, 269.0], [596.0, 265.0], [599.0, 312.0], [553.0, 315.0]]",0.7866070746717024,-3.7892435275440746,5.7277615088077845,179.32563473408288
279,620,6,"[[593.0, 268.0], [643.0, 264.0], [646.0, 312.0], [596.0, 315.0]]",0.7310148488082523,-3.9924799154605632,0.5800456351259308,166.82795850475168
280,621,6,"[[633.0, 268.0], [685.0, 264.0], [688.0, 314.0], [636.0, 317.0]]",0.7034647182616189,-3.628017583360863,2.8541763134872773,167.1067568590755
281,622,6,"[[765.0, 249.0], [825.0, 246.0], [826.0, 301.0], [768.0, 303.0]]",0.6491274776493557,-0.7789131271452558,14.906873271587056,-153.46664617560015
282,659,0,"[[530.0, 247.0], [539.0, 247.0], [539.0, 256.0], [530.0, 256.0]]",4.133609445456024,-2.217232568982482e-13,3.552651109309741e-06,179.99999634632744
283,660,0,"[[537.0, 251.0], [546.0, 251.0], [546.0, 260.0], [537.0, 260.0]]",4.125088761987218,2.085729726638736e-15,7.486217468446962e-08,179.9999999205785
284,664,0,"[[509.0, 260.0], [519.0, 259.0], [519.0, 269.0], [510.0, 270.0]]",3.682725087765854,-10.887259538350497,-29.596995500381,-157.90321010010496
285,667,0,"[[544.0, 263.0], [554.0, 263.0], [555.0, 272.0], [545.0, 273.0]]",3.69425682951396,-4.62410896815132,-13.37359295872538,168.58856830622423
286,670,0,"[[540.0, 283.0], [551.0, 282.0], [551.0, 292.0], [541.0, 293.0]]",3.4774122855143097,-7.245699025686708,-15.636311121075568,-152.7871465895625
