Frame ID,QR ID,QR 2D (Corner Points),Distance,Yaw (degrees),Pitch (degrees),Roll (degrees)
74,0,"[[379.0, 496.0], [597.0, 493.0], [598.0, 693.0], [376.0, 704.0]]",0.18253552659610386,0.745600883004438,-8.276140890731078,-174.10209898230946
75,0,"[[364.0, 435.0], [582.0, 432.0], [579.0, 629.0], [357.0, 635.0]]",0.1812487228077315,1.5805713727619437,-10.806576049143487,-170.76147576442693
76,0,"[[341.0, 360.0], [558.0, 360.0], [558.0, 556.0], [338.0, 562.0]]",0.18205063735947333,0.8688218901878528,-11.371288543846076,-171.3448634776435
77,0,"[[324.0, 285.0], [543.0, 284.0], [545.0, 482.0], [324.0, 490.0]]",0.18200936452430255,-0.9745768931741239,-11.848384658815752,169.6096452468536
78,0,"[[307.0, 223.0], [529.0, 222.0], [534.0, 420.0], [312.0, 428.0]]",0.18139604780815383,-2.046749653976508,-12.649571047128306,170.31297382115127
79,0,"[[298.0, 154.0], [522.0, 154.0], [529.0, 352.0], [307.0, 361.0]]",0.18186036405165057,-3.0039599273021618,-12.262352614428881,172.08264727568897
80,0,"[[297.0, 89.0], [522.0, 91.0], [537.0, 298.0], [314.0, 303.0]]",0.1820286554410637,-4.00057508442094,-13.602380310123674,178.05949602102297
81,0,"[[304.0, 35.0], [531.0, 38.0], [539.0, 244.0], [316.0, 249.0]]",0.1829705421693568,-3.1584178241816314,-9.653324296747497,176.53633348677138
