Frame ID,QR ID,QR 2D (Corner Points),Distance,Yaw (degrees),Pitch (degrees),Roll (degrees)
0,0,"[[620.0, 86.0], [767.0, 82.0], [763.0, 237.0], [616.0, 237.0]]",0.2544551241419673,2.274005525879501,11.040990237421386,-174.09253046277396
1,0,"[[620.0, 86.0], [767.0, 82.0], [763.0, 237.0], [616.0, 237.0]]",0.2544551241419673,2.274005525879501,11.040990237421386,-174.09253046277396
2,0,"[[620.0, 86.0], [767.0, 82.0], [763.0, 237.0], [616.0, 237.0]]",0.2544551241419673,2.274005525879501,11.040990237421386,-174.09253046277396
3,0,"[[620.0, 86.0], [767.0, 82.0], [763.0, 237.0], [616.0, 237.0]]",0.2544551241419673,2.274005525879501,11.040990237421386,-174.09253046277396
4,0,"[[620.0, 86.0], [767.0, 82.0], [763.0, 237.0], [616.0, 237.0]]",0.2544551241419673,2.274005525879501,11.040990237421386,-174.09253046277396
5,0,"[[620.0, 86.0], [767.0, 82.0], [763.0, 237.0], [616.0, 237.0]]",0.2544551241419673,2.274005525879501,11.040990237421386,-174.09253046277396
6,0,"[[620.0, 86.0], [767.0, 82.0], [763.0, 237.0], [616.0, 237.0]]",0.2544551241419673,2.274005525879501,11.040990237421386,-174.09253046277396
7,0,"[[620.0, 86.0], [767.0, 82.0], [763.0, 237.0], [616.0, 237.0]]",0.2544551241419673,2.274005525879501,11.040990237421386,-174.09253046277396
8,0,"[[620.0, 86.0], [767.0, 82.0], [763.0, 237.0], [616.0, 237.0]]",0.2544551241419673,2.274005525879501,11.040990237421386,-174.09253046277396
9,0,"[[620.0, 86.0], [767.0, 82.0], [763.0, 237.0], [616.0, 237.0]]",0.2544551241419673,2.274005525879501,11.040990237421386,-174.09253046277396
10,0,"[[620.0, 86.0], [767.0, 82.0], [763.0, 237.0], [616.0, 237.0]]",0.2544551241419673,2.274005525879501,11.040990237421386,-174.09253046277396
11,0,"[[620.0, 86.0], [767.0, 82.0], [763.0, 237.0], [616.0, 237.0]]",0.2544551241419673,2.274005525879501,11.040990237421386,-174.09253046277396
12,0,"[[620.0, 86.0], [767.0, 82.0], [763.0, 237.0], [616.0, 237.0]]",0.2544551241419673,2.274005525879501,11.040990237421386,-174.09253046277396
13,0,"[[620.0, 86.0], [767.0, 82.0], [763.0, 237.0], [616.0, 237.0]]",0.2544551241419673,2.274005525879501,11.040990237421386,-174.09253046277396
14,0,"[[620.0, 86.0], [767.0, 82.0], [763.0, 237.0], [616.0, 237.0]]",0.2544551241419673,2.274005525879501,11.040990237421386,-174.09253046277396
15,0,"[[620.0, 86.0], [767.0, 82.0], [763.0, 237.0], [616.0, 237.0]]",0.2544551241419673,2.274005525879501,11.040990237421386,-174.09253046277396
16,0,"[[623.0, 96.0], [767.0, 90.0], [772.0, 232.0], [629.0, 235.0]]",0.26438502623784316,-1.810464602396629,0.6391008771992678,176.9354721997757
17,0,"[[641.0, 116.0], [780.0, 110.0], [786.0, 249.0], [648.0, 251.0]]",0.2717454335208282,-2.119658300673412,-0.6822724612486782,177.65309169965795
18,0,"[[630.0, 115.0], [764.0, 114.0], [754.0, 256.0], [620.0, 257.0]]",0.2688401263117812,4.5096496237705335,18.711638758306684,-177.3807288511847
19,0,"[[613.0, 127.0], [745.0, 126.0], [741.0, 260.0], [610.0, 260.0]]",0.2835695779532367,1.5543256115761526,6.937640083754905,-177.07026258727177
20,0,"[[618.0, 158.0], [745.0, 156.0], [750.0, 288.0], [622.0, 288.0]]",0.28554350107347215,-1.890027430992332,-6.577214906144285,-179.39380620236054
21,0,"[[632.0, 178.0], [757.0, 180.0], [754.0, 306.0], [629.0, 303.0]]",0.29597037443787777,1.3581630526893431,1.5220352621877533,-178.86486424502203
22,0,"[[651.0, 157.0], [774.0, 156.0], [772.0, 276.0], [649.0, 276.0]]",0.3053243853292552,0.9008183201852467,5.463158814787199,175.26281578296022
23,0,"[[653.0, 128.0], [772.0, 127.0], [772.0, 240.0], [652.0, 240.0]]",0.31706867303869063,0.6021767513820903,3.5193082881580655,170.88694622417154
24,0,"[[643.0, 117.0], [760.0, 114.0], [757.0, 234.0], [640.0, 237.0]]",0.31965456711262863,1.6108706302487112,11.129098606456996,-176.60089827057405
25,0,"[[631.0, 143.0], [745.0, 140.0], [749.0, 255.0], [636.0, 258.0]]",0.3269915877125797,-2.384767565549634,-3.524373368597934,-178.27574547668388
26,0,"[[649.0, 156.0], [761.0, 151.0], [759.0, 265.0], [648.0, 269.0]]",0.3313052945421412,0.7618292526581749,13.757489245573527,-178.5837612672346
27,0,"[[635.0, 188.0], [742.0, 184.0], [744.0, 291.0], [636.0, 294.0]]",0.34463969581792625,-0.9177376432796354,5.531641397101561,177.36459267887895
28,0,"[[615.0, 184.0], [720.0, 180.0], [723.0, 283.0], [617.0, 286.0]]",0.3512365001351084,-1.4203210287826624,2.891755410972783,173.51994924220267
29,0,"[[621.0, 179.0], [724.0, 176.0], [723.0, 280.0], [620.0, 282.0]]",0.35729276685663586,0.35591993024860535,9.109438707061306,179.1895709925193
30,0,"[[624.0, 152.0], [724.0, 150.0], [726.0, 251.0], [625.0, 252.0]]",0.3709620949873464,-0.7718279565309356,0.6562399310753995,179.39147278884195
31,0,"[[635.0, 137.0], [733.0, 138.0], [732.0, 237.0], [633.0, 236.0]]",0.3803340754315335,0.8065977845544295,0.7973684184304393,-179.3650631097752
32,0,"[[627.0, 139.0], [721.0, 141.0], [715.0, 239.0], [620.0, 236.0]]",0.3888865840685946,4.3634971144375765,11.830682478269832,-176.88708680395035
33,0,"[[612.0, 174.0], [707.0, 178.0], [704.0, 275.0], [610.0, 271.0]]",0.3870473178578619,0.983449849799798,-7.027692397366053,-175.75352027323038
34,0,"[[630.0, 203.0], [723.0, 208.0], [719.0, 301.0], [626.0, 297.0]]",0.39451271988251646,2.340195554844343,-3.131773498458105,-179.27202710361192
35,0,"[[663.0, 189.0], [755.0, 194.0], [751.0, 286.0], [659.0, 281.0]]",0.40101709032096666,2.697448349148009,-2.1400418068111886,178.6485552548026
