Frame ID,QR ID,QR 2D (Corner Points),Distance,Yaw (degrees),Pitch (degrees),Roll (degrees)
72,0,"[[24.0, 439.0], [300.0, 415.0], [339.0, 666.0], [61.0, 704.0]]",0.1666606696752575,-5.788508172362901,-4.959900929282053,-176.2041016591038
73,0,"[[95.0, 438.0], [365.0, 417.0], [399.0, 657.0], [125.0, 690.0]]",0.1662383894662771,-4.583920702124873,-7.467214618606428,-174.70879350270198
74,0,"[[151.0, 410.0], [415.0, 392.0], [444.0, 631.0], [176.0, 664.0]]",0.1630279511160196,-4.554013728636695,-7.9144725238731315,-176.69710682346653
75,0,"[[151.0, 410.0], [415.0, 392.0], [444.0, 631.0], [176.0, 664.0]]",0.1630279511160196,-4.554013728636695,-7.9144725238731315,-176.69710682346653
76,0,"[[250.0, 395.0], [505.0, 375.0], [546.0, 623.0], [287.0, 656.0]]",0.15084118748009864,-6.663698510955344,0.2534632102874838,-176.42826975529587
77,0,"[[338.0, 405.0], [589.0, 383.0], [635.0, 629.0], [382.0, 660.0]]",0.14709593112613495,-7.644124929484823,4.218768661528087,-174.63089585196965
78,0,"[[434.0, 389.0], [683.0, 368.0], [730.0, 617.0], [477.0, 646.0]]",0.14425273425786045,-8.171960629621122,6.927103999287146,-176.6296634632374
79,0,"[[506.0, 371.0], [754.0, 353.0], [790.0, 591.0], [542.0, 619.0]]",0.14868301715488658,-6.990192701462505,2.564618435311308,-177.2152237865558
80,0,"[[548.0, 367.0], [793.0, 347.0], [827.0, 588.0], [579.0, 616.0]]",0.15006332501427797,-6.393272167580716,-0.7774964388527313,176.5443808312536
81,0,"[[560.0, 349.0], [804.0, 329.0], [838.0, 579.0], [593.0, 611.0]]",0.14571530845796193,-5.217273114700758,-9.516573105335665,172.7853489658374
82,0,"[[594.0, 349.0], [833.0, 329.0], [877.0, 570.0], [637.0, 599.0]]",0.1503125979700422,-5.634185540826931,-8.397900469621785,166.89604762741783
83,0,"[[658.0, 317.0], [895.0, 301.0], [937.0, 533.0], [699.0, 559.0]]",0.15465779694169646,-5.180326868727555,-5.612905469341415,166.71369710200676
84,0,"[[720.0, 292.0], [955.0, 277.0], [992.0, 516.0], [758.0, 541.0]]",0.15485448132603502,-4.696011010682133,-7.356791705269686,171.31580120386275
85,0,"[[789.0, 290.0], [1021.0, 274.0], [1071.0, 513.0], [838.0, 536.0]]",0.15914271161106816,-4.571398775939979,-7.277737852289651,167.23494969379198
86,0,"[[898.0, 265.0], [1135.0, 248.0], [1192.0, 488.0], [953.0, 511.0]]",0.16719570104584078,-4.841266774724831,-4.495447696615316,167.54092943038165
