Frame ID,QR ID,QR 2D (Corner Points),Distance,Yaw (degrees),Pitch (degrees),Roll (degrees)
39,0,"[[1077.0, 293.0], [1239.0, 288.0], [1235.0, 444.0], [1072.0, 447.0]]",0.28644998634229474,-1.3942330993445615,3.647886840113625,-175.453532798169
40,0,"[[1013.0, 295.0], [1173.0, 290.0], [1167.0, 445.0], [1008.0, 448.0]]",0.276001526606651,-1.4252816622109263,2.7214486963727453,-174.10044226097435
41,0,"[[954.0, 286.0], [1112.0, 281.0], [1107.0, 435.0], [949.0, 438.0]]",0.2682178374358632,-1.3417949901851598,2.8310183396154374,-173.73138774853194
42,0,"[[894.0, 280.0], [1048.0, 275.0], [1044.0, 426.0], [889.0, 429.0]]",0.2644668806982277,-1.2613416191933602,2.91779165650751,-173.16972925973388
43,0,"[[842.0, 269.0], [994.0, 265.0], [991.0, 413.0], [837.0, 415.0]]",0.2632192452001505,-0.6791637989750878,5.306896510176242,-173.42298311289295
44,0,"[[786.0, 278.0], [938.0, 272.0], [934.0, 431.0], [781.0, 435.0]]",0.23993822008364693,-1.6004102095898423,-5.805622991236581,-172.64106065342028
45,0,"[[741.0, 307.0], [894.0, 302.0], [894.0, 450.0], [741.0, 454.0]]",0.24963262666427918,-1.6070992643616289,3.6833136017475594,-172.25922001880227
46,0,"[[741.0, 307.0], [894.0, 302.0], [894.0, 450.0], [741.0, 454.0]]",0.24963262666427918,-1.6070992643616289,3.6833136017475594,-172.25922001880227
47,0,"[[697.0, 295.0], [852.0, 287.0], [851.0, 448.0], [695.0, 456.0]]",0.22828264020092962,-2.379628693038547,-8.665545495448061,-172.2892267911462
48,0,"[[663.0, 327.0], [818.0, 320.0], [821.0, 475.0], [664.0, 481.0]]",0.23591257079535988,-1.8918198150664687,-1.1965413420503668,-175.48036881139404
49,0,"[[624.0, 287.0], [782.0, 281.0], [782.0, 432.0], [623.0, 437.0]]",0.23258841750792417,-1.60790704268937,9.894354212958104,164.4330953874816
50,0,"[[577.0, 276.0], [736.0, 268.0], [738.0, 428.0], [578.0, 436.0]]",0.22605086683954867,-2.1533988425428787,8.830625028687393,172.43629600119036
51,0,"[[541.0, 279.0], [700.0, 271.0], [706.0, 430.0], [544.0, 439.0]]",0.2261526587729859,-2.617777958765783,3.193760249236978,172.41902456645758
52,0,"[[515.0, 291.0], [675.0, 283.0], [675.0, 444.0], [514.0, 451.0]]",0.22396095751550782,-2.2808193372921957,7.382051108238329,169.57055650709358
53,0,"[[462.0, 276.0], [622.0, 270.0], [621.0, 428.0], [460.0, 434.0]]",0.2278358408483932,-1.7567110936591086,3.0440574549505377,169.78320002364183
54,0,"[[414.0, 271.0], [573.0, 268.0], [569.0, 427.0], [409.0, 431.0]]",0.2301991495058875,-0.8968590768197168,3.1456312335602648,171.55608146875056
55,0,"[[361.0, 279.0], [519.0, 276.0], [513.0, 436.0], [353.0, 438.0]]",0.233973865855266,-0.7065862439738075,3.2643747244884254,171.00071850861374
56,0,"[[296.0, 271.0], [454.0, 269.0], [446.0, 425.0], [286.0, 428.0]]",0.24363656412347687,-0.7119750634953592,0.5859642888944192,170.07912351025874
57,0,"[[228.0, 259.0], [387.0, 256.0], [382.0, 419.0], [220.0, 423.0]]",0.24349487742709355,-1.0864785110849964,2.904477811065028,173.55863868603618
58,0,"[[165.0, 250.0], [327.0, 249.0], [321.0, 407.0], [157.0, 410.0]]",0.2585181365028805,-0.7093865179116569,-1.6209862517167217,173.94405944997905
59,0,"[[109.0, 221.0], [274.0, 220.0], [270.0, 378.0], [104.0, 381.0]]",0.26744733387504843,-0.8987431106358755,-2.9852106930161892,175.6872251278714
60,0,"[[50.0, 212.0], [216.0, 212.0], [209.0, 380.0], [42.0, 381.0]]",0.26306221504528976,-0.00694245252572149,1.4008463469193937,176.55149819038206
